Drug	MolId	MolName	Symbol
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	AR
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	ALOX5
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	ABL1
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	CA7
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	CA4
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	CACNA1H
Anemarrhena Rhizome	MOL004491	Anemarsaponin G_qt	CDK9
Anemarrhena Rhizome	MOL004495	tigogenin	HSP90AA1
Anemarrhena Rhizome	MOL004495	tigogenin	PSEN2
Anemarrhena Rhizome	MOL004495	tigogenin	MDM2
Anemarrhena Rhizome	MOL004495	tigogenin	CES2
Anemarrhena Rhizome	MOL004495	tigogenin	ALK
Anemarrhena Rhizome	MOL004495	tigogenin	HSD11B1
Anemarrhena Rhizome	MOL004495	tigogenin	CNR1
Anemarrhena Rhizome	MOL004495	tigogenin	CNR2
Anemarrhena Rhizome	MOL004495	tigogenin	HSD11B2
Anemarrhena Rhizome	MOL004495	tigogenin	ADORA1
Anemarrhena Rhizome	MOL004495	tigogenin	ADORA2A
Anemarrhena Rhizome	MOL004495	tigogenin	NR1H3
Anemarrhena Rhizome	MOL004495	tigogenin	RORA
Anemarrhena Rhizome	MOL004495	tigogenin	CYP2C9
Anemarrhena Rhizome	MOL004495	tigogenin	CYP3A4
Anemarrhena Rhizome	MOL004495	tigogenin	CYP2C19
Anemarrhena Rhizome	MOL004495	tigogenin	NR1H4
Anemarrhena Rhizome	MOL004495	tigogenin	PIK3CB
Anemarrhena Rhizome	MOL004495	tigogenin	AVPR1A
Anemarrhena Rhizome	MOL004495	tigogenin	CRHR1
Anemarrhena Rhizome	MOL004495	tigogenin	HSD3B2
Anemarrhena Rhizome	MOL004495	tigogenin	PDE10A
Anemarrhena Rhizome	MOL004495	tigogenin	CCR1
Anemarrhena Rhizome	MOL004495	tigogenin	NR1I2
Anemarrhena Rhizome	MOL004495	tigogenin	CXCR1
Anemarrhena Rhizome	MOL004495	tigogenin	NOS2
Anemarrhena Rhizome	MOL004495	tigogenin	CCND3
Anemarrhena Rhizome	MOL004495	tigogenin	MTOR
Anemarrhena Rhizome	MOL004495	tigogenin	GRM1
Anemarrhena Rhizome	MOL004495	tigogenin	PIK3CA
Anemarrhena Rhizome	MOL004495	tigogenin	CYP24A1
Anemarrhena Rhizome	MOL004495	tigogenin	BACE1
Anemarrhena Rhizome	MOL004495	tigogenin	MDM4
Anemarrhena Rhizome	MOL004495	tigogenin	PTGS2
Anemarrhena Rhizome	MOL004495	tigogenin	EPHX2
Anemarrhena Rhizome	MOL004495	tigogenin	MAPK14
Anemarrhena Rhizome	MOL004495	tigogenin	PRKCA
Anemarrhena Rhizome	MOL004495	tigogenin	AKR1C3
Anemarrhena Rhizome	MOL004495	tigogenin	SMO
Anemarrhena Rhizome	MOL004495	tigogenin	SLC10A2
Anemarrhena Rhizome	MOL004495	tigogenin	OPRD1
Anemarrhena Rhizome	MOL004495	tigogenin	PIK3CD
Anemarrhena Rhizome	MOL004495	tigogenin	PIK3CG
Anemarrhena Rhizome	MOL004495	tigogenin	BRAF
Anemarrhena Rhizome	MOL004495	tigogenin	DRD4
Anemarrhena Rhizome	MOL004495	tigogenin	MAPK8
Anemarrhena Rhizome	MOL004495	tigogenin	IL6ST
Anemarrhena Rhizome	MOL004495	tigogenin	MTNR1A
Anemarrhena Rhizome	MOL004495	tigogenin	MTNR1B
Anemarrhena Rhizome	MOL004495	tigogenin	APP
Anemarrhena Rhizome	MOL004495	tigogenin	AR
Anemarrhena Rhizome	MOL004495	tigogenin	OXTR
Anemarrhena Rhizome	MOL004495	tigogenin	ITGAL
Anemarrhena Rhizome	MOL004495	tigogenin	PTGES
Anemarrhena Rhizome	MOL004495	tigogenin	SLC6A9
Anemarrhena Rhizome	MOL004495	tigogenin	REN
Anemarrhena Rhizome	MOL004495	tigogenin	PTGS1
Anemarrhena Rhizome	MOL004495	tigogenin	LSS
Anemarrhena Rhizome	MOL004495	tigogenin	CFD
Anemarrhena Rhizome	MOL004495	tigogenin	CCND1
Anemarrhena Rhizome	MOL004495	tigogenin	GRM2
Anemarrhena Rhizome	MOL004495	tigogenin	KCNA3
Anemarrhena Rhizome	MOL004495	tigogenin	P2RX3
Anemarrhena Rhizome	MOL004495	tigogenin	VEGFA
Anemarrhena Rhizome	MOL004495	tigogenin	FGF1
Anemarrhena Rhizome	MOL004495	tigogenin	FGF2
Anemarrhena Rhizome	MOL004495	tigogenin	HPSE
Anemarrhena Rhizome	MOL004495	tigogenin	PTGER1
Anemarrhena Rhizome	MOL004495	tigogenin	ADORA2B
Anemarrhena Rhizome	MOL004495	tigogenin	CACNA2D1
Anemarrhena Rhizome	MOL004495	tigogenin	OPRL1
Anemarrhena Rhizome	MOL004495	tigogenin	KCNH2
Anemarrhena Rhizome	MOL004495	tigogenin	PYGL
Anemarrhena Rhizome	MOL004495	tigogenin	MET
Anemarrhena Rhizome	MOL004495	tigogenin	CACNA2D2
Anemarrhena Rhizome	MOL004497	Hippeastrine	ACHE
Anemarrhena Rhizome	MOL004497	Hippeastrine	DPP4
Anemarrhena Rhizome	MOL004497	Hippeastrine	SLC6A3
Anemarrhena Rhizome	MOL004497	Hippeastrine	MTAP
Anemarrhena Rhizome	MOL004497	Hippeastrine	ADRB2
Anemarrhena Rhizome	MOL004497	Hippeastrine	ADRB1
Anemarrhena Rhizome	MOL004497	Hippeastrine	ADRB3
Anemarrhena Rhizome	MOL004497	Hippeastrine	PNP
Anemarrhena Rhizome	MOL004497	Hippeastrine	FUCA1
Anemarrhena Rhizome	MOL004497	Hippeastrine	HRH1
Anemarrhena Rhizome	MOL004497	Hippeastrine	MAN1B1
Anemarrhena Rhizome	MOL004497	Hippeastrine	MAN2A1
Anemarrhena Rhizome	MOL004497	Hippeastrine	DRD1
Anemarrhena Rhizome	MOL004497	Hippeastrine	OPRM1
Anemarrhena Rhizome	MOL004497	Hippeastrine	OPRD1
Anemarrhena Rhizome	MOL004497	Hippeastrine	OPRK1
Anemarrhena Rhizome	MOL004497	Hippeastrine	MAPK8
Anemarrhena Rhizome	MOL004497	Hippeastrine	GSR
Anemarrhena Rhizome	MOL004497	Hippeastrine	MAPK9
Anemarrhena Rhizome	MOL004497	Hippeastrine	SLC6A2
Anemarrhena Rhizome	MOL004497	Hippeastrine	PRKCI
Anemarrhena Rhizome	MOL004497	Hippeastrine	DPP7
Anemarrhena Rhizome	MOL004497	Hippeastrine	CHRNA4
Anemarrhena Rhizome	MOL004497	Hippeastrine	CHRNA3
Anemarrhena Rhizome	MOL004497	Hippeastrine	TRPV3
Anemarrhena Rhizome	MOL004497	Hippeastrine	BCHE
Anemarrhena Rhizome	MOL004497	Hippeastrine	HRH3
Anemarrhena Rhizome	MOL004497	Hippeastrine	DPP8
Anemarrhena Rhizome	MOL004497	Hippeastrine	PDE5A
Anemarrhena Rhizome	MOL004497	Hippeastrine	HTR1A
Anemarrhena Rhizome	MOL004497	Hippeastrine	HTR2A
Anemarrhena Rhizome	MOL004497	Hippeastrine	PDE11A
Anemarrhena Rhizome	MOL004497	Hippeastrine	PDE10A
Anemarrhena Rhizome	MOL004497	Hippeastrine	SLC18A3
Anemarrhena Rhizome	MOL004497	Hippeastrine	EGFR
Anemarrhena Rhizome	MOL004497	Hippeastrine	DRD4
Anemarrhena Rhizome	MOL004497	Hippeastrine	CHRM4
Anemarrhena Rhizome	MOL004497	Hippeastrine	CHRM2
Anemarrhena Rhizome	MOL004497	Hippeastrine	CHRM3
Anemarrhena Rhizome	MOL004497	Hippeastrine	GBA
Anemarrhena Rhizome	MOL004497	Hippeastrine	KCNJ1
Anemarrhena Rhizome	MOL004497	Hippeastrine	ADORA3
Anemarrhena Rhizome	MOL004497	Hippeastrine	NOS2
Anemarrhena Rhizome	MOL004497	Hippeastrine	KCNH2
Anemarrhena Rhizome	MOL004497	Hippeastrine	HTR1D
Anemarrhena Rhizome	MOL004497	Hippeastrine	IDO1
Anemarrhena Rhizome	MOL004497	Hippeastrine	HTR1F
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCR1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CSF1R
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HSD11B1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAPK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PDGFRB
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	KIT
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	GSK3B
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	KDR
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PYGL
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	GSK3A
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	NR1I2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MDM2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CNR2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIK3CD
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIK3CB
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIK3CG
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIK3CA
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ABCB1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIM1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	DYRK1A
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CLK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CLK3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	DYRK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADRB2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADRB1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADRB3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	VHL
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	LIMK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	TRAP1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	NTRK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MTOR
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCNC
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HSP90AA1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HSP90AB1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CDK8
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	LRRK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CDK5R1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCNE1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CHRM1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	TTL
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	IMPDH1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	IMPDH2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADAM17
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CLK4
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CLK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	P2RX7
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	DYRK1B
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PSEN2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCNE2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PDE10A
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	TYRO3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	FLT3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ROCK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	SYK
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	SRC
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	JAK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CDK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PLK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CDK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MMP9
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	IRAK4
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PRKACA
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	P2RX3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	TK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HCRTR2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HCRTR1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADORA2A
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAPK14
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ELOC
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CYP51A1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PDE5A
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCNB3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CDK2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	RPS6KA3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PIM2
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADCY1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ALOX5AP
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	AURKA
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	SLC5A1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	BRD4
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAPK8
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAPK10
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAPK9
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CREBBP
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CFD
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CTSD
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PARP1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAP2K1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	SMO
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	PGR
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MMP1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	MAP3K14
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	JAK3
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	JAK1
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	CCKBR
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ADK
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	GRK7
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	STK38
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	HIPK4
Anemarrhena Rhizome	MOL004498	12-O-Nicotinoylisolineolone	ERN1
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA4
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNB1
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA4
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNB4
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA3
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNB4
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNB3
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA3
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA2
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA7
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRNA3
Anemarrhena Rhizome	MOL004503	D-Nicotine	HRH3
Anemarrhena Rhizome	MOL004503	D-Nicotine	FDFT1
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRM4
Anemarrhena Rhizome	MOL004503	D-Nicotine	CHRM2
Anemarrhena Rhizome	MOL004503	D-Nicotine	SIGMAR1
Anemarrhena Rhizome	MOL004503	D-Nicotine	SLC18A2
Anemarrhena Rhizome	MOL004503	D-Nicotine	EPHX2
Anemarrhena Rhizome	MOL004503	D-Nicotine	SLC6A4
Anemarrhena Rhizome	MOL004503	D-Nicotine	PTAFR
Anemarrhena Rhizome	MOL004503	D-Nicotine	CYP2C19
Anemarrhena Rhizome	MOL004503	D-Nicotine	OPRL1
Anemarrhena Rhizome	MOL004503	D-Nicotine	DRD2
Anemarrhena Rhizome	MOL004507	Smilagenone	CDC25B
Anemarrhena Rhizome	MOL004507	Smilagenone	RORC
Anemarrhena Rhizome	MOL004507	Smilagenone	ACACB
Anemarrhena Rhizome	MOL004507	Smilagenone	MTNR1A
Anemarrhena Rhizome	MOL004507	Smilagenone	MTNR1B
Anemarrhena Rhizome	MOL004507	Smilagenone	GSK3B
Anemarrhena Rhizome	MOL004507	Smilagenone	CYP19A1
Anemarrhena Rhizome	MOL004507	Smilagenone	PGR
Anemarrhena Rhizome	MOL004507	Smilagenone	JAK1
Anemarrhena Rhizome	MOL004507	Smilagenone	JAK2
Anemarrhena Rhizome	MOL004507	Smilagenone	ACACA
Anemarrhena Rhizome	MOL004507	Smilagenone	C5AR1
Anemarrhena Rhizome	MOL004507	Smilagenone	OXTR
Anemarrhena Rhizome	MOL004507	Smilagenone	HCRTR2
Anemarrhena Rhizome	MOL004507	Smilagenone	HCRTR1
Anemarrhena Rhizome	MOL004507	Smilagenone	HSP90AA1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	PSEN2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HSP90AA1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	VEGFA
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	FGF1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	FGF2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HPSE
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	LGALS4
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	LGALS3
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	LGALS8
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	RORC
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	CDK1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	DRD2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HTR2A
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	DRD3
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	IL2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HTR2B
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	ADRA2A
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	ADRA2C
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	ADRA2B
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HTR2C
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HTR1B
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	MAPK14
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	CYP2D6
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	DRD1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	CNR1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	ADRA1A
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	FAAH
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	TACR2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	S1PR1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	CNR2
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	VDR
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	IKBKE
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	TBK1
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	EGFR
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	S1PR3
Anemarrhena Rhizome	MOL004511	Timosaponin A-1	HTR6
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PTGS2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP19A1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CTRC
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	HSD11B1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	POLB
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	HMOX1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TYMS
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	LTA4H
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	JAK1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	JAK2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	EGFR
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MAPK1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PTGES
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TRPV3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	F2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	HMGCR
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP2C9
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PRKCA
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	AR
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	NR3C2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	KCNE1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PYGL
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TERT
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	NR3C1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ADRA2C
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PIM1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PIM3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	IDO1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	LRRK2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ABCC9
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	JAK3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TYK2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP11B1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP11B2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	UTS2R
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CCNB3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	KCNJ11
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CDK1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MMP1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	NPY5R
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ICMT
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TAAR1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP51A1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PRSS1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	JAK3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	KCNA5
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	DRD2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PDE10A
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	STK3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MAP3K14
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	STK26
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ABCB1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	OPRD1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MAPK14
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	P2RX7
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	TRPA1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MAPK8
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PARP1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	FLT3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CDK2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	F2RL3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	HTR4
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	AOC3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	BRD4
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	LIPA
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	EPHX2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	SSTR3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PTGS1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CCR5
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	AMPD3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CYP17A1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CDK2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	RASGRP1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PDE9A
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	AKT1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PDE1C
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ADORA2B
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	SLC6A3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	DRD4
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CTSK
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CTSS
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	CDK5R1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PER2
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	BACE1
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ADORA3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	MAPK3
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	GRIN2B
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	ADRA1A
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PSMB5
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PIK3CD
Anemarrhena Rhizome	MOL004517	Xuelianlacton e	PIK3CB
