Drug	MolId	MolName	Symbol
Oriental Waterplantain Rhizome	MOL000828	Alisol A	GSK3A
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CNR1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MAPK11
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PRKCH
Oriental Waterplantain Rhizome	MOL000828	Alisol A	JAK3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	NTRK1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MAP2K1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ITGAL
Oriental Waterplantain Rhizome	MOL000828	Alisol A	DPP4
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CHEK1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ESR1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PREP
Oriental Waterplantain Rhizome	MOL000828	Alisol A	AURKB
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PIK3CD
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PIK3CB
Oriental Waterplantain Rhizome	MOL000828	Alisol A	RPS6KB1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ACVRL1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	KDR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ROCK2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CES2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HMGCR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PTPN1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CYP19A1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HSD11B1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CNR1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CNR2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PRKCA
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HSD17B2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PTGES
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PRKCD
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PTGS2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PRKCQ
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HSD11B2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	GSK3B
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	FAAH
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CYP17A1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	P2RX3
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	FNTA
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PTPN2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCR1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PIK3CB
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCNC
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDK8
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	KDR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CHEK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	AXL
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	TYRO3
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MERTK
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NR1I2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NR3C1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	AVPR1A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	INSR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	ITK
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	AR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NR1H3
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CRHR1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MTNR1A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MTNR1B
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	AURKA
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CASR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MTOR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	REN
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PIK3CA
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PGR
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	FKBP1A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PARP1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPK14
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NAMPT
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	ALOX5
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NOS2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDK2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	ACACB
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PRKCB
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	JAK3
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PDE10A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPK10
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	ABL1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PDE2A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PDE4B
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCNE1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MDM2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAP3K14
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	IGF1R
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCNT1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	F2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PGGT1B
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCND1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CCNE2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	NMT1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAP2K1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	SORD
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	F10
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDK2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDK9
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	LIMK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	SMO
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPK8
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PER2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPK9
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HCRTR2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	HCRTR1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	APP
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	FYN
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CSF1R
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	YES1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	AURKB
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PDPK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PYGL
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	SRC
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PAK1
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	TACR2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	GRIN2A
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	GCK
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	GRIA2
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	CDC7
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	PIK3C3
Oriental Waterplantain Rhizome	MOL000829	Alisol A monoacetate	MAPKAPK2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CES2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PTPN1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	HSD11B1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	HMGCR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CYP17A1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	NR1H3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	NR1H2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PTGS2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CCR1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CYP19A1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CNR2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MDM2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PRKCA
Oriental Waterplantain Rhizome	MOL000830	Alisol B	NR1I2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	AR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MTOR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PARP1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PIK3CA
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CCNT1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PER2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PDE10A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAPK14
Oriental Waterplantain Rhizome	MOL000830	Alisol B	IDH1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PTGES
Oriental Waterplantain Rhizome	MOL000830	Alisol B	AVPR1A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	EZH2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CNR1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	JAK3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PYGL
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PSEN2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	APP
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CXCR3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CCND1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CCNE2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	P2RX3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CDK8
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAPK8
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAST3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAP3K14
Oriental Waterplantain Rhizome	MOL000830	Alisol B	AVPR2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PYGM
Oriental Waterplantain Rhizome	MOL000830	Alisol B	GSK3A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	IL6ST
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PIK3CB
Oriental Waterplantain Rhizome	MOL000830	Alisol B	HCRTR2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	HCRTR1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	SLC10A2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	NOS2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	FYN
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MTNR1A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MTNR1B
Oriental Waterplantain Rhizome	MOL000830	Alisol B	EGFR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PDGFRA
Oriental Waterplantain Rhizome	MOL000830	Alisol B	ADORA2A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	KDR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	REN
Oriental Waterplantain Rhizome	MOL000830	Alisol B	EPHB3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	POLA1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	KCNK3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	SYK
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAPK1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PDE2A
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAP3K11
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAP3K9
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CASR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	ADORA2B
Oriental Waterplantain Rhizome	MOL000830	Alisol B	INSR
Oriental Waterplantain Rhizome	MOL000830	Alisol B	ITK
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CHEK1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	FNTA
Oriental Waterplantain Rhizome	MOL000830	Alisol B	TACR1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CDK9
Oriental Waterplantain Rhizome	MOL000830	Alisol B	KIF11
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAPK9
Oriental Waterplantain Rhizome	MOL000830	Alisol B	AURKA
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CAMK2D
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CCNC
Oriental Waterplantain Rhizome	MOL000830	Alisol B	GRM1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MAP3K20
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PGGT1B
Oriental Waterplantain Rhizome	MOL000830	Alisol B	TGFBR2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	TGFBR1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	BRD4
Oriental Waterplantain Rhizome	MOL000830	Alisol B	BRD2
Oriental Waterplantain Rhizome	MOL000830	Alisol B	BRD3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	CSF1R
Oriental Waterplantain Rhizome	MOL000830	Alisol B	ABL1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	FLT1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	PDGFRB
Oriental Waterplantain Rhizome	MOL000830	Alisol B	KIT
Oriental Waterplantain Rhizome	MOL000830	Alisol B	IGF1R
Oriental Waterplantain Rhizome	MOL000830	Alisol B	FLT3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	RET
Oriental Waterplantain Rhizome	MOL000830	Alisol B	LCK
Oriental Waterplantain Rhizome	MOL000830	Alisol B	SRC
Oriental Waterplantain Rhizome	MOL000830	Alisol B	MST1R
Oriental Waterplantain Rhizome	MOL000830	Alisol B	FGFR3
Oriental Waterplantain Rhizome	MOL000830	Alisol B	ZAP70
Oriental Waterplantain Rhizome	MOL000830	Alisol B	NTRK1
Oriental Waterplantain Rhizome	MOL000830	Alisol B	JAK2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CYP19A1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	HSD17B3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	VDR
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	HSD11B1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CCR1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	NR1I2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	HMGCR
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PTPN1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PDE3A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PDE3B
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MDM2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCA
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PARP1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	KCNK3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	POLA1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MTOR
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PIK3CA
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ALOX5
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	FKBP1A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PDE10A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CDC7
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	AVPR1A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	TTL
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CDK8
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	TNF
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	TACR2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	TACR1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCB
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	F2R
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	FASN
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CCNC
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	IL6ST
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCG
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCH
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	KDR
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	JAK3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GSK3A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PIK3CB
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCZ
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GSK3B
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PER2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CYP24A1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CDC25A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MAPK8
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PYGL
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PYGM
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MAPK9
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	AURKA
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	BACE1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CCND1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CCNE2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MAPK14
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	P2RX3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MAPK3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MAPK1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ABL1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CDK1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	LIMK1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ROCK2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CDK2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	TRPV1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	C5AR1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	KCNA5
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PAK1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	KCNA3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ACACB
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	DUT
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	IKBKB
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GABRB3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GABRB3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GABRB3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	GABRA2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	AURKB
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CHUK
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	AURKAIP1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ROCK1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MET
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PAM
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	RAF1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MTNR1A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MTNR1B
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ADORA1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ADORA2A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ADORA2B
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	ADORA3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MMP1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	RASGRP3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	BRAF
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	CPT1A
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	LRRK2
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	FYN
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	YES1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	F10
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	SYK
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	SRC
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MMP3
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	REN
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	MMP9
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PTGS1
Oriental Waterplantain Rhizome	MOL000832	alisol,b,23-acetate	PRKCE
Oriental Waterplantain Rhizome	MOL000835	alisol,b,123-acetate	HSP90AA1
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	VEGFA
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	PSEN2
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	FGF1
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	FGF2
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	HPSE
Oriental Waterplantain Rhizome	MOL000835	EA-fructofuranoside	CDK1
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	HSP90AA1
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	VEGFA
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	PSEN2
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	FGF1
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	FGF2
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	HPSE
Oriental Waterplantain Rhizome	MOL000836	(2R,3S,4S,5R)-2-ethoxy-2,5-bis(hydroxymethyl)oxolane-3,4-diol	CDK1
Oriental Waterplantain Rhizome	MOL000837	lismol	AR
Oriental Waterplantain Rhizome	MOL000837	lismol	CYP17A1
Oriental Waterplantain Rhizome	MOL000837	lismol	CYP19A1
Oriental Waterplantain Rhizome	MOL000837	lismol	NR1H3
Oriental Waterplantain Rhizome	MOL000837	lismol	HMGCR
Oriental Waterplantain Rhizome	MOL000837	lismol	ESR1
Oriental Waterplantain Rhizome	MOL000837	lismol	ESR2
Oriental Waterplantain Rhizome	MOL000837	lismol	SHBG
Oriental Waterplantain Rhizome	MOL000837	lismol	SREBF2
Oriental Waterplantain Rhizome	MOL000837	lismol	NPC1L1
Oriental Waterplantain Rhizome	MOL000837	lismol	CYP51A1
Oriental Waterplantain Rhizome	MOL000837	lismol	SQLE
Oriental Waterplantain Rhizome	MOL000837	lismol	RORC
Oriental Waterplantain Rhizome	MOL000837	lismol	SLC6A4
Oriental Waterplantain Rhizome	MOL000837	lismol	RORA
Oriental Waterplantain Rhizome	MOL000837	lismol	PPARA
Oriental Waterplantain Rhizome	MOL000837	lismol	PPARD
Oriental Waterplantain Rhizome	MOL000837	lismol	SERPINA6
Oriental Waterplantain Rhizome	MOL000837	lismol	G6PD
Oriental Waterplantain Rhizome	MOL000837	lismol	IDO1
Oriental Waterplantain Rhizome	MOL000837	lismol	CHRM2
Oriental Waterplantain Rhizome	MOL000837	lismol	UGT2B7
Oriental Waterplantain Rhizome	MOL000837	lismol	ACHE
Oriental Waterplantain Rhizome	MOL000837	lismol	SLC6A2
Oriental Waterplantain Rhizome	MOL000837	lismol	CYP2C19
Oriental Waterplantain Rhizome	MOL000837	lismol	PABPC1
Oriental Waterplantain Rhizome	MOL000837	lismol	GRM5
Oriental Waterplantain Rhizome	MOL000837	lismol	ABHD6
Oriental Waterplantain Rhizome	MOL000837	lismol	GCGR
Oriental Waterplantain Rhizome	MOL000837	lismol	BCHE
Oriental Waterplantain Rhizome	MOL000837	lismol	PER2
Oriental Waterplantain Rhizome	MOL000837	lismol	HRH3
Oriental Waterplantain Rhizome	MOL000837	lismol	HSD17B3
Oriental Waterplantain Rhizome	MOL000837	lismol	SLC10A2
Oriental Waterplantain Rhizome	MOL000837	lismol	ICMT
Oriental Waterplantain Rhizome	MOL000837	lismol	TOP1
Oriental Waterplantain Rhizome	MOL000839	rel-(1R,3aS,4S,7S,8R,8aS)-7-isopropyl-1,4-dimethyldecahydro-4,7-epoxyazulene-1,8-diol	BRD4
Oriental Waterplantain Rhizome	MOL000839	rel-(1R,3aS,4S,7S,8R,8aS)-7-isopropyl-1,4-dimethyldecahydro-4,7-epoxyazulene-1,8-diol	BRD2
